"","CAS.Number","Chemical.Name","Chemical.Purity.Mean.Op","Species.Scientific.Name","Species.Group","Organism.Lifestage","Exposure.Type","Chemical.Analysis","Media.Type","Test.Location","Endpoint","Effect","Effect.Measurement","Pesticide.Type","Mean.Value","Units","Medium"
"1063",52315078,"Cypermethrin","NR","Cyprinodon macularius","Fish","Not reported","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Formulation","6.0","ug/L","aquatic"
"1064",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A concentration","Formulation","50","ug/L","aquatic"
"1065",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","50","ug/L","aquatic"
"1066",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A concentration","Formulation","50","ug/L","aquatic"
"1067",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione reductase","Formulation","50","ug/L","aquatic"
"1068",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","50","ug/L","aquatic"
"1069",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","50","ug/L","aquatic"
"1070",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione reductase","Formulation","50","ug/L","aquatic"
"1071",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A:Chlorophyll B","Formulation","50","ug/L","aquatic"
"1072",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Guaiacol peroxidase","Formulation","50","ug/L","aquatic"
"1073",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll B concentration","Formulation","50","ug/L","aquatic"
"1074",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","50","ug/L","aquatic"
"1075",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll B concentration","Formulation","50","ug/L","aquatic"
"1076",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Guaiacol peroxidase","Formulation","50","ug/L","aquatic"
"1077",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll B concentration","Formulation","50","ug/L","aquatic"
"1078",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A:Chlorophyll B","Formulation","50","ug/L","aquatic"
"1079",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A:Chlorophyll B","Formulation","50","ug/L","aquatic"
"1080",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Glutathione (reduced glutathione)","Formulation","50","ug/L","aquatic"
"1081",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll B concentration","Formulation","50","ug/L","aquatic"
"1082",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A concentration","Formulation","50","ug/L","aquatic"
"1083",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A concentration","Formulation","50","ug/L","aquatic"
"1084",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A:Chlorophyll B","Formulation","50","ug/L","aquatic"
"1085",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A:Chlorophyll B","Formulation","50","ug/L","aquatic"
"1086",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione reductase","Formulation","50","ug/L","aquatic"
"1087",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A concentration","Formulation","50","ug/L","aquatic"
"1088",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll B concentration","Formulation","50","ug/L","aquatic"
"1089",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll B concentration","Formulation","50","ug/L","aquatic"
"1090",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","50","ug/L","aquatic"
"1091",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione reductase","Formulation","50","ug/L","aquatic"
"1092",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","50","ug/L","aquatic"
"1093",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","50","ug/L","aquatic"
"1094",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","50","ug/L","aquatic"
"1095",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A:Chlorophyll B","Formulation","50","ug/L","aquatic"
"1096",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione reductase","Formulation","50","ug/L","aquatic"
"1097",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll B concentration","Formulation","50","ug/L","aquatic"
"1098",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione reductase","Formulation","50","ug/L","aquatic"
"1099",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione reductase","Formulation","50","ug/L","aquatic"
"1100",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A concentration","Formulation","50","ug/L","aquatic"
"1101",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Static","Unmeasured","Freshwater","Lab","NOEC","Physiology","Photosynthesis","Formulation","1000","ug/L","aquatic"
"1102",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Static","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A:Chlorophyll B","Formulation","1000","ug/L","aquatic"
"1103",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Static","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll B concentration","Formulation","1000","ug/L","aquatic"
"1104",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Static","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione reductase","Formulation","1000","ug/L","aquatic"
"1105",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Static","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A concentration","Formulation","1000","ug/L","aquatic"
"1106",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Static","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","1000","ug/L","aquatic"
"1107",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Static","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Guaiacol peroxidase","Formulation","500","ug/L","aquatic"
"1108",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Enzyme(s)","Glutathione S-transferase","Formulation","50","ug/L","aquatic"
"1109",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A concentration","Formulation","50","ug/L","aquatic"
"1110",52315078,"Cypermethrin","NR","Ceratophyllum demersum","Flowers, Trees, Shrubs, Ferns","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Chlorophyll A:Chlorophyll B","Formulation","50","ug/L","aquatic"
"1111",52315078,"Cypermethrin","85","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.03","ug/L","aquatic"
"1112",52315078,"Cypermethrin","84.6","Corixa punctata","Insects/Spiders","Adult(s)","Static","Not coded","Freshwater","Lab","EC50","Intoxication","Immobile","Not coded","0.7","ug/L","aquatic"
"1113",52315078,"Cypermethrin","85","Cloeon dipterum","Insects/Spiders","Larva(e)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.07","ug/L","aquatic"
"1114",52315078,"Cypermethrin","85","Piona carnea","Insects/Spiders","Adult(s)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.02","ug/L","aquatic"
"1115",52315078,"Cypermethrin","85","Cloeon dipterum","Insects/Spiders","Larva(e)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.07","ug/L","aquatic"
"1116",52315078,"Cypermethrin","85","Gyrinus natator","Insects/Spiders","Adult(s)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.07","ug/L","aquatic"
"1117",52315078,"Cypermethrin","85","Corixa punctata","Insects/Spiders","Adult(s)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.7","ug/L","aquatic"
"1118",52315078,"Cypermethrin","85","Cloeon dipterum","Insects/Spiders","Larva(e)","Static","Measured","Freshwater","Lab","EC50","Intoxication","Immobile","Active ingredient","0.6","ug/L","aquatic"
"1119",52315078,"Cypermethrin","85","Chaoborus crystallinus","Insects/Spiders","Larva(e)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.03","ug/L","aquatic"
"1120",52315078,"Cypermethrin","85","Gyrinus natator","Insects/Spiders","Adult(s)","Static","Measured","Freshwater","Lab","EC50","Intoxication","Immobile","Active ingredient","5","ug/L","aquatic"
"1121",52315078,"Cypermethrin","85","Chaoborus crystallinus","Insects/Spiders","Larva(e)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.09","ug/L","aquatic"
"1122",52315078,"Cypermethrin","85","Piona carnea","Insects/Spiders","Adult(s)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.02","ug/L","aquatic"
"1123",52315078,"Cypermethrin","85","Corixa punctata","Insects/Spiders","Adult(s)","Static","Measured","Freshwater","Lab","EC50","Intoxication","Immobile","Active ingredient","5","ug/L","aquatic"
"1124",52315078,"Cypermethrin","85","Gyrinus natator","Insects/Spiders","Adult(s)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.2","ug/L","aquatic"
"1125",52315078,"Cypermethrin","85","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.05","ug/L","aquatic"
"1126",52315078,"Cypermethrin","85","Piona carnea","Insects/Spiders","Adult(s)","Static","Measured","Freshwater","Lab","EC50","Intoxication","Immobile","Active ingredient","0.05","ug/L","aquatic"
"1127",52315078,"Cypermethrin","85","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Measured","Freshwater","Lab","EC50","Intoxication","Immobile","Active ingredient","1","ug/L","aquatic"
"1128",52315078,"Cypermethrin","85","Corixa punctata","Insects/Spiders","Adult(s)","Static","Measured","Freshwater","Lab","EC50","Behavior","Behavioral changes, general","Active ingredient","0.5","ug/L","aquatic"
"1129",52315078,"Cypermethrin","5","Ephemera orientalis","Insects/Spiders","Egg(s)","Renewal","Measured","Freshwater","Lab","EC50","Mortality","Hatch","Active ingredient","0.15","ug/L","aquatic"
"1130",52315078,"Cypermethrin","5","Ephemera orientalis","Insects/Spiders","Egg(s)","Static","Measured","Freshwater","Lab","EC50","Mortality","Hatch","Active ingredient","36.9","ug/L","aquatic"
"1131",52315078,"Cypermethrin","84.6","Gyrinus natator","Insects/Spiders","Adult(s)","Static","Not coded","Freshwater","Lab","EC50","Intoxication","Immobile","Not coded","0.07","ug/L","aquatic"
"1132",52315078,"Cypermethrin","84.6","Notonecta sp.","Insects/Spiders","Adult(s)","Static","Not coded","Freshwater","Lab","EC50","Intoxication","Immobile","Not coded","0.3","ug/L","aquatic"
"1133",52315078,"Cypermethrin","85","Chaoborus crystallinus","Insects/Spiders","Larva(e)","Static","Measured","Freshwater","Lab","EC50","Intoxication","Immobile","Active ingredient","0.2","ug/L","aquatic"
"1134",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","2.7","ug/L","aquatic"
"1135",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","9.41","ug/L","aquatic"
"1136",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","12.74","ug/L","aquatic"
"1137",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","20.95","ug/L","aquatic"
"1138",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","3.147","ug/L","aquatic"
"1139",52315078,"Cypermethrin","NR","Chironomus crassicaudatus","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4.2","ug/L","aquatic"
"1140",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","58.6","ug/L","aquatic"
"1141",52315078,"Cypermethrin","93.7","Culex tritaeniorhynchus","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","2.62","ug/L","aquatic"
"1142",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","1.96","ug/L","aquatic"
"1143",52315078,"Cypermethrin","NR","Aedes stimulans","Insects/Spiders","Pupa(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.158","ug/L","aquatic"
"1144",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","7","ug/L","aquatic"
"1145",52315078,"Cypermethrin","92.3","Culex quinquefasciatus","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.17","ug/L","aquatic"
"1146",52315078,"Cypermethrin","NR","Glyptotendipes paripes","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.7","ug/L","aquatic"
"1147",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.3","ug/L","aquatic"
"1148",52315078,"Cypermethrin","93.7","Culex tritaeniorhynchus","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","2.71","ug/L","aquatic"
"1149",52315078,"Cypermethrin","90","Culex quinquefasciatus","Insects/Spiders","Larva(e)","Aquatic - not reported","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","2","ug/L","aquatic"
"1150",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","2.715","ug/L","aquatic"
"1151",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","10.005","ug/L","aquatic"
"1152",52315078,"Cypermethrin","NR","Chironomus decorus","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","3.3","ug/L","aquatic"
"1153",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","5.536","ug/L","aquatic"
"1154",52315078,"Cypermethrin","NR","Goeldichironomus holoprasinus","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.6","ug/L","aquatic"
"1155",52315078,"Cypermethrin","NR","Culex restuans","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.073","ug/L","aquatic"
"1156",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","6","ug/L","aquatic"
"1157",52315078,"Cypermethrin","1","Culex quinquefasciatus","Insects/Spiders","Larva(e)","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.09","ug/L","aquatic"
"1158",52315078,"Cypermethrin","NR","Aedes stimulans","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.229","ug/L","aquatic"
"1159",52315078,"Cypermethrin","NR","Aedes vexans","Insects/Spiders","Pupa(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.072","ug/L","aquatic"
"1160",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.03","ug/L","aquatic"
"1161",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.01","ug/L","aquatic"
"1162",52315078,"Cypermethrin","90","Culex quinquefasciatus","Insects/Spiders","Larva(e)","Aquatic - not reported","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","21","ug/L","aquatic"
"1163",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","1.29","ug/L","aquatic"
"1164",52315078,"Cypermethrin","99.4","Simulium vittatum","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","9.8","ug/L","aquatic"
"1165",52315078,"Cypermethrin","NR","Culex quinquefasciatus","Insects/Spiders","Pupa(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.40","ug/L","aquatic"
"1166",52315078,"Cypermethrin","NR","Culex pipiens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.057","ug/L","aquatic"
"1167",52315078,"Cypermethrin","NR","Chironomus crassicaudatus","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","1.2","ug/L","aquatic"
"1168",52315078,"Cypermethrin","90","Culex quinquefasciatus","Insects/Spiders","Larva(e)","Aquatic - not reported","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","17","ug/L","aquatic"
"1169",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","11.7","ug/L","aquatic"
"1170",52315078,"Cypermethrin","99.0","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.791","ug/L","aquatic"
"1171",52315078,"Cypermethrin","NR","Tanytarsus sp.","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.012","ug/L","aquatic"
"1172",52315078,"Cypermethrin","99.4","Hydrophilus sp.","Insects/Spiders","Adult(s)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","8.3","ug/L","aquatic"
"1173",52315078,"Cypermethrin","99.4","Odonata","Insects/Spiders","Nymph(s)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","1.4","ug/L","aquatic"
"1174",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","15.77","ug/L","aquatic"
"1175",52315078,"Cypermethrin","97","Culex pipiens ssp. pallens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","5.542","ug/L","aquatic"
"1176",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","54.8","ug/L","aquatic"
"1177",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","30","ug/L","aquatic"
"1178",52315078,"Cypermethrin","1","Culex quinquefasciatus","Insects/Spiders","Larva(e)","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.07","ug/L","aquatic"
"1179",52315078,"Cypermethrin","99.4","Heptageniidae","Insects/Spiders","Nymph(s)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","1.3","ug/L","aquatic"
"1180",52315078,"Cypermethrin","NR","Culex pipiens","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.175","ug/L","aquatic"
"1181",52315078,"Cypermethrin","NR","Glyptotendipes paripes","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.7","ug/L","aquatic"
"1182",52315078,"Cypermethrin","NR","Goeldichironomus holoprasinus","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","0.5","ug/L","aquatic"
"1183",52315078,"Cypermethrin","95","Anopheles sinensis","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","1600","ug/L","aquatic"
"1184",52315078,"Cypermethrin","NR","Chironomus decorus","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","1.8","ug/L","aquatic"
"1185",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","1","ug/L","aquatic"
"1186",52315078,"Cypermethrin","90.5","Aedes aegypti","Insects/Spiders","Larva(e)","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","9","ug/L","aquatic"
